2002.293,FALSE,FALSE,TRUE,25366,,Arms and Armor,2002,Print,Print of  Der Rittersaal zu Erbach (Interior of Gothic Revival armory of Erbach Castle),German,,,,,19801719801,Draftsman|Engraver,Drawn (Gezeichnet) by|Engraved (Stahlst) by,Ludwig Rohbock|J. Riegel,"German, Nuremberg 1824–1893 Munich|German, active Kassel, ca. 1850", | ,"Rohbock, Ludwig|Riegel, J.", | ,1824      |1825      ,1893      |1875      ,|,http://vocab.getty.edu/page/ulan/500091909|,https://www.wikidata.org/wiki/Q1159677|,ca. 1850,1850,1850,"Ink, paper",9 x 5 3/4 in. (22.9 x 14.6 cm),"Purchase, 2002",,Odenwald,,,,,,,,,,Works on Paper-Prints,,http://www.metmuseum.org/art/collection/search/25366,,,"Metropolitan Museum of Art, New York, NY",Interiors|Armor|Horse Riding|Men|Women,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300226591|http://vocab.getty.edu/page/aat/300249313|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q20793164|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q179226,images/LC-2002_293-002.jpg
JP643,FALSE,FALSE,TRUE,36461,,Asian Art,1918,Print,"Ōhashi Atake no yūdachi|名所江戶百景　大はしあたけの夕立|Sudden Shower over Shin-Ōhashi Bridge and Atake (Ōhashi Atake no yūdachi), from the series One Hundred Famous Views of Edo (Meisho Edo hyakkei)",Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,1857,1857,1857,Woodblock print; ink and color on paper,13 3/8 x 9 1/2 in. (34 x 24.1 cm),"Purchase, Joseph Pulitzer Bequest, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36461,,,"Metropolitan Museum of Art, New York, NY",Human Figures|Bridges|Rain,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300055377,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q7925,images/DP121525.jpg
"JP340a, b",FALSE,FALSE,TRUE,36474,,Asian Art,1918,Print,,Japan,Edo period (1615–1868),,,,1139,Artist, ,Katsukawa Shun'ei 勝川春英,"Japanese, 1762–1819", ,Katsukawa Shun'ei 勝川春英,Japanese,1762,1819,,http://vocab.getty.edu/page/ulan/500057323,https://www.wikidata.org/wiki/Q3194229,ca. 1793,1783,1803,Diptych of woodblock prints; ink and color on paper,Overall: H. 12 9/16 in. (31.9 cm); W. 11 1/2 in. (29.2 cm),"Purchase, Joseph Pulitzer Bequest, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36474,,,"Metropolitan Museum of Art, New York, NY",Swords|Men|Actors,http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q33999,images/DP145657.jpg
"JP338a, b",FALSE,FALSE,TRUE,36476,,Asian Art,1918,Print,,Japan,Edo period (1615–1868),,,,1139,Artist, ,Katsukawa Shun'ei 勝川春英,"Japanese, 1762–1819", ,Katsukawa Shun'ei 勝川春英,Japanese,1762,1819,,http://vocab.getty.edu/page/ulan/500057323,https://www.wikidata.org/wiki/Q3194229,ca. 1792,1782,1802,Diptych of woodblock prints; ink and color on paper,"A: H. 12 13/16 (32.5 cm); W. 5 11/16 in. (14.4 cm)
B: H. 13 in. (33 cm); W. 5 3/4 in. (14.6 cm)","Purchase, Joseph Pulitzer Bequest, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36476,,,"Metropolitan Museum of Art, New York, NY",Swords|Actors,http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q33999,images/DP145659.jpg
"JP294a, b",FALSE,FALSE,TRUE,36477,,Asian Art,1918,Print,,Japan,Edo period (1615–1868),,,,1139,Artist, ,Katsukawa Shunkō,"Japanese, 1743–1812", ,Katsukawa Shunkō,Japanese,1743,1812,,http://vocab.getty.edu/page/ulan/500121075,https://www.wikidata.org/wiki/Q3075055,ca. 1789,1779,1799,Diptych of woodblock prints; ink and color on paper,H. 12 9/16 in. (31.9 cm); W. 11 11/16 in. (29.7 cm),"Purchase, Joseph Pulitzer Bequest, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36477,,,"Metropolitan Museum of Art, New York, NY",Actors,http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q33999,images/DP145660.jpg
"JP293a, b",FALSE,FALSE,TRUE,36478,,Asian Art,1918,Print,,Japan,Edo period (1615–1868),,,,1139,Artist, ,Katsukawa Shunkō,"Japanese, 1743–1812", ,Katsukawa Shunkō,Japanese,1743,1812,,http://vocab.getty.edu/page/ulan/500121075,https://www.wikidata.org/wiki/Q3075055,ca. 1787,1777,1797,Diptych of woodblock prints; ink and color on paper,H. 11 7/8 in. (30.2 cm); W. 11 3/8 in. (28.9 cm),"Purchase, Joseph Pulitzer Bequest, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36478,,,"Metropolitan Museum of Art, New York, NY",Swords|Men|Actors,http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q33999,images/DP145661.jpg
JP292a–c,FALSE,FALSE,TRUE,36479,,Asian Art,1918,Print,,Japan,Edo period (1615–1868),,,,1139,Artist, ,Katsukawa Shunkō,"Japanese, 1743–1812", ,Katsukawa Shunkō,Japanese,1743,1812,,http://vocab.getty.edu/page/ulan/500121075,https://www.wikidata.org/wiki/Q3075055,ca. 1785,1775,1795,Triptych of woodblock prints; ink and color on paper,H. 12 1/4 (31.1 cm); W. 17 3/16 in. (43.7 cm),"Purchase, Joseph Pulitzer Bequest, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36479,,,"Metropolitan Museum of Art, New York, NY",Actors,http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q33999,images/DP145662.jpg
JP291a–c,FALSE,FALSE,TRUE,36480,,Asian Art,1918,Print,,Japan,Edo period (1615–1868),,,,1139,Artist, ,Katsukawa Shunkō,"Japanese, 1743–1812", ,Katsukawa Shunkō,Japanese,1743,1812,,http://vocab.getty.edu/page/ulan/500121075,https://www.wikidata.org/wiki/Q3075055,ca. 1788,1778,1798,Triptych of woodblock prints; ink and color on paper,Mat measurements: H. 22 3/4 in. (57.8 cm); W. 27 1/2 in. (69.9 cm),"Purchase, Joseph Pulitzer Bequest, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36480,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,images/DP145663.jpg
JP180,FALSE,FALSE,TRUE,36481,,Asian Art,1914,Print,新大橋橋下の涼み船|Pleasure Boats on the Sumida River beneath Shin-Ōhashi Bridge,Japan,Edo period (1615–1868),,,,1136,Artist, ,Chōbunsai Eishi,"Japanese, 1756–1829", ,Chōbunsai Eishi,Japanese,1756,1829,,http://vocab.getty.edu/page/ulan/500121365,https://www.wikidata.org/wiki/Q2972127,ca. 1792,1782,1802,Pentaptych of woodblock prints; ink and color on paper,15 3/8 x 49 7/8 in. (39.1 x 126.7 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36481,,,"Metropolitan Museum of Art, New York, NY",Bridges|Women|Rivers|Boats,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q35872,images/DP-18543-001 cropped.jpg
JP173a–c,FALSE,FALSE,TRUE,36482,,Asian Art,1914,Print,,Japan,Edo period (1615–1868),,,,1140,Artist, ,Katsukawa Shunsen,"Japanese, 1762–ca.1830", ,Katsukawa Shunsen,Japanese,1762,1830,,,,ca. 1785,1775,1795,Triptych of woodblock prints; ink and color on paper,Overall  H. 12 1/4 in. (31.1 cm); W. 16 5/8 in. (42.2 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36482,,,"Metropolitan Museum of Art, New York, NY",Men|Women|Dancing|Actors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300389779|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43393537|https://www.wikidata.org/wiki/Q33999,images/DP145664.jpg
JP29a–e,FALSE,FALSE,TRUE,36483,,Asian Art,1914,Print,,Japan,Edo period (1615–1868),,,,16456,Artist, ,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)", ,Katsushika Hokusai,Japanese,1760,1849,,http://vocab.getty.edu/page/ulan/500060426,https://www.wikidata.org/wiki/Q5586,ca. 1804,1794,1814,Pentaptych of woodblock prints; ink and color on paper,"Oban, pentaptych: 14 15/32 x 48 1/2 in. (36.8 x 123.2 cm)","Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36483,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,images/DP317443.jpg
JP8,FALSE,FALSE,TRUE,36489,,Asian Art,1914,Print,"諸國名橋奇覧　すほうの国きんたいはし|Kintai Bridge in Suō Province (Suō no kuni Kintaibashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,16456,Artist, ,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)", ,Katsushika Hokusai,Japanese,1760,1849,,http://vocab.getty.edu/page/ulan/500060426,https://www.wikidata.org/wiki/Q5586,1827–30,1827,1830,Woodblock print; ink and color on paper,10 7/32 x 15 7/32 in. (26.0 x 38.7 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36489,,,"Metropolitan Museum of Art, New York, NY",Bridges|Landscapes,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q191163,images/DP141228.jpg
JP30,FALSE,FALSE,TRUE,36510,,Asian Art,1914,Print,東都名所  御殿山之夕桜|Evening Cherries on Gotem Yama,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,1830,1830,1830,Woodblock print; ink and color on paper,9 x 13 15/16 in. (22.9 x 35.4 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36510,,,"Metropolitan Museum of Art, New York, NY",Trees|Boats,http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q35872,images/DP123237.jpg
JP31,FALSE,FALSE,TRUE,36511,,Asian Art,1914,Print,金沢八景  乙艫帰帆|Otomo Kihan,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1836,1826,1846,Woodblock print; ink and color on paper,9 1/4 x 14 15/32 in. (23.5 x 36.8 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36511,,,"Metropolitan Museum of Art, New York, NY",Human Figures|Landscapes|Trees|Boats,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q35872,images/DP120436.jpg
JP32,FALSE,FALSE,TRUE,36512,,Asian Art,1914,Print,江戸近郊八景之内  羽根田落雁|Haneda Rakugan,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1835,1825,1845,Woodblock print; ink and color on paper,9 15/32 x 13 27/32 in. (24.1 x 35.2 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36512,,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,images/DP123256.jpg
JP33,FALSE,FALSE,TRUE,36513,,Asian Art,1914,Print,木曽海道六拾九次之内  大井|Ōi Station,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1835,1825,1845,Woodblock print; ink and color on paper,9 1/4 x 14 15/32 in. (23.5 x 36.8 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36513,,,"Metropolitan Museum of Art, New York, NY",Human Figures|Hills|Trees|Snow,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300008777|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300055381,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q54050|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q7561,images/DP120437.jpg
JP35,FALSE,FALSE,TRUE,36515,,Asian Art,1914,Print,"京都名所之内  あらし山満花|Cherry Blossoms at Arashiyama, from the series Famous Places of Kyōto",Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1834,1824,1844,Woodblock print; ink and color on paper,9 3/8 x 14 15/32 in. (23.8 x 36.8 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36515,,,"Metropolitan Museum of Art, New York, NY",Human Figures|Trees|Boats,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q35872,images/DP120462.jpg
JP36,FALSE,FALSE,TRUE,36516,,Asian Art,1914,Print,京都名所之内  八瀬之里|Yase no Sato,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1834,1824,1844,Woodblock print; ink and color on paper,10 7/32 x 15 1/8 in. (26.0 x 38.4 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36516,,,"Metropolitan Museum of Art, New York, NY",Men|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q191163,images/DP120463.jpg
JP37,FALSE,FALSE,TRUE,36517,,Asian Art,1914,Print,京都名所之内  淀川|Yodogawa,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1834,1824,1844,Woodblock print; ink and color on paper,9 29/32 x 14 7/8 in. (25.2 x 37.8 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36517,,,"Metropolitan Museum of Art, New York, NY",Men|Boats,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q35872,images/DP120464.jpg
JP38,FALSE,FALSE,TRUE,36518,,Asian Art,1914,Print,東海道五十三次  見附  天竜川|Mitsukei Tenryugawa,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1834,1824,1844,Woodblock print; ink and color on paper,9 3/4 x 14 29/32 in. (24.8 x 37.9 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36518,,,"Metropolitan Museum of Art, New York, NY",Boats,http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q35872,images/DP122195.jpg
JP40,FALSE,FALSE,TRUE,36520,,Asian Art,1914,Print,東海道五十三次  三島  朝霧|Morning Mist at Mishima,Japan,Edo period (1615–1868),,,,16476,Artist, ,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)", ,"Utagawa, Hiroshige",Japanese,1797,1858,,http://vocab.getty.edu/page/ulan/500019641,https://www.wikidata.org/wiki/Q200798,ca. 1833,1823,1843,Woodblock print; ink and color on paper,H. 9 1/2 in. (24.1 cm); W. 14 7/8 in. (37.8 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36520,,,"Metropolitan Museum of Art, New York, NY",Animals|Gates|Men,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300002916|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q53060|https://www.wikidata.org/wiki/Q8441,images/DP122173.jpg
